timestamp,index,name,utilization_gpu_pct,memory_used_mib,memory_total_mib,temperature_c,power_w
2026-09-02T20:31:23.890992+08:00,0, NVIDIA GeForce RTX 5060, 54, 3868, 8151, 56, 74.79
2026-09-02T20:31:28.942339+08:00,0, NVIDIA GeForce RTX 5060, 43, 3878, 8151, 58, 73.55
2026-09-02T20:31:33.978998+08:00,0, NVIDIA GeForce RTX 5060, 51, 3890, 8151, 58, 74.43
2026-09-02T20:31:39.030516+08:00,0, NVIDIA GeForce RTX 5060, 54, 3879, 8151, 57, 74.82
2026-09-02T20:31:44.104067+08:00,0, NVIDIA GeForce RTX 5060, 49, 3879, 8151, 59, 75.00
2026-09-02T20:31:49.151797+08:00,0, NVIDIA GeForce RTX 5060, 46, 3886, 8151, 55, 71.57
2026-09-02T20:31:54.200967+08:00,0, NVIDIA GeForce RTX 5060, 51, 3878, 8151, 56, 74.33
2026-09-02T20:31:59.244512+08:00,0, NVIDIA GeForce RTX 5060, 47, 3878, 8151, 58, 74.36
2026-09-02T20:32:04.293112+08:00,0, NVIDIA GeForce RTX 5060, 44, 3891, 8151, 58, 74.57
2026-09-02T20:32:09.334502+08:00,0, NVIDIA GeForce RTX 5060, 15, 3879, 8151, 51, 36.08
2026-09-02T20:32:14.372873+08:00,0, NVIDIA GeForce RTX 5060, 5, 3880, 8151, 51, 34.64
2026-09-02T20:32:19.411596+08:00,0, NVIDIA GeForce RTX 5060, 47, 3879, 8151, 57, 74.30
2026-09-02T20:32:24.455621+08:00,0, NVIDIA GeForce RTX 5060, 49, 3879, 8151, 56, 73.95
2026-09-02T20:32:29.504100+08:00,0, NVIDIA GeForce RTX 5060, 45, 3890, 8151, 58, 74.51
2026-09-02T20:32:34.545448+08:00,0, NVIDIA GeForce RTX 5060, 52, 3879, 8151, 56, 74.63
2026-09-02T20:32:39.588639+08:00,0, NVIDIA GeForce RTX 5060, 50, 3879, 8151, 56, 70.68
2026-09-02T20:32:44.630751+08:00,0, NVIDIA GeForce RTX 5060, 46, 3879, 8151, 59, 74.35
