structure_id,shard,offset,name,md5
634d974f49b0ce94eb0d98e7,dataset/raw/structures/00b62803c125fdb34a946a055db3a2c0.json.gz,5,spuds_structure,ec2106ff36adba9f0cb0bac89ad6ddd5
634d974f49b0ce94eb0d98e9,dataset/raw/structures/00b62803c125fdb34a946a055db3a2c0.json.gz,6,spuds_structure,61c56318bb875f4a67d08f410ccb345d
634d974f49b0ce94eb0d98eb,dataset/raw/structures/00b62803c125fdb34a946a055db3a2c0.json.gz,7,spuds_structure,b057b169de97ef078dce549126bdbb59
634d96bc49b0ce94eb0d92e5,dataset/raw/structures/00bbf4547b5961e974bc1bc06029b0ea.json.gz,0,spuds_structure,65daa847cec6d5575cdba3647bac9d17
634d96bc49b0ce94eb0d92e7,dataset/raw/structures/00bbf4547b5961e974bc1bc06029b0ea.json.gz,1,spuds_structure,4cdd068693daea3246baa4771791611c
634d96bc49b0ce94eb0d92eb,dataset/raw/structures/00bbf4547b5961e974bc1bc06029b0ea.json.gz,2,spuds_structure,7ac60d32550568e7c793c0fd85285901
634d96bc49b0ce94eb0d92ed,dataset/raw/structures/00bbf4547b5961e974bc1bc06029b0ea.json.gz,3,spuds_structure,a767510f8fde65be3137d3d0db6ce740
634d96bc49b0ce94eb0d92ef,dataset/raw/structures/00bbf4547b5961e974bc1bc06029b0ea.json.gz,4,spuds_structure,c4562359070e12e68b4c202856048c44
634d96bcd6d16c71eb0d7166,dataset/raw/structures/00bbf4547b5961e974bc1bc06029b0ea.json.gz,5,spuds_structure,79845840738292fbe4864198ed7c9c6f
634d96bcd6d16c71eb0d7168,dataset/raw/structures/00bbf4547b5961e974bc1bc06029b0ea.json.gz,6,spuds_structure,abd2f68276b6b1132aebcc21379853b3
634d96bcd6d16c71eb0d716a,dataset/raw/structures/00bbf4547b5961e974bc1bc06029b0ea.json.gz,7,spuds_structure,6691f08f842c58658beb6c0f5f10e816
634d94e449b0ce94eb0d8201,dataset/raw/structures/00ce19716cd420845eeb13e1180d38ec.json.gz,0,spuds_structure,315ad743644f7c4667836cd073fc82cb
634d94e449b0ce94eb0d8203,dataset/raw/structures/00ce19716cd420845eeb13e1180d38ec.json.gz,1,spuds_structure,3bd46798946d19189829f0e97011e154
634d94e4d6d16c71eb0d6862,dataset/raw/structures/00ce19716cd420845eeb13e1180d38ec.json.gz,2,spuds_structure,53d82f056569c4f25529df855b072e34
634d94e4d6d16c71eb0d6864,dataset/raw/structures/00ce19716cd420845eeb13e1180d38ec.json.gz,3,spuds_structure,bf6bbba637b6bb1eb3b0d0af7d5d3e62
634d94e549b0ce94eb0d8205,dataset/raw/structures/00ce19716cd420845eeb13e1180d38ec.json.gz,4,spuds_structure,76832e294e6f37b1055506379e07faf0
634d94e549b0ce94eb0d8206,dataset/raw/structures/00ce19716cd420845eeb13e1180d38ec.json.gz,5,spuds_structure,46eb88597387292d980806313583969b
634d94e549b0ce94eb0d820b,dataset/raw/structures/00ce19716cd420845eeb13e1180d38ec.json.gz,6,spuds_structure,931e3e1c575c9ab56de43d74c0a22508
634d94e549b0ce94eb0d820c,dataset/raw/structures/00ce19716cd420845eeb13e1180d38ec.json.gz,7,spuds_structure,4824200b19b77030c7484ebb8a0708fd
634d8e4649b0ce94eb0d4410,dataset/raw/structures/00deba7cae1d3e07d970190708d1c72c.json.gz,0,spuds_structure,99eed3efbd0319f6619108e9e6a3a061
634d8e4649b0ce94eb0d4412,dataset/raw/structures/00deba7cae1d3e07d970190708d1c72c.json.gz,1,spuds_structure,607b09eaa69cfd41e7675dae3efef43f
634d8e4649b0ce94eb0d4415,dataset/raw/structures/00deba7cae1d3e07d970190708d1c72c.json.gz,2,spuds_structure,ff6156d96ebc8c5b0bbe4f86614afb1e
634d8e4649b0ce94eb0d4418,dataset/raw/structures/00deba7cae1d3e07d970190708d1c72c.json.gz,3,spuds_structure,142353cfa7e3b040cabc4160d699fe41
634d8e46d6d16c71eb0d4032,dataset/raw/structures/00deba7cae1d3e07d970190708d1c72c.json.gz,4,spuds_structure,8370bb13d4c499dd4c1f7fca32cb1754
